,source_id,news handle,new_id,link,pubdate,source,tweet,post_method,user_statuses,user_following,user_followers,user_created_at,user_bio,user_location,lang,Person or source,Target,City,Province,Country,CBC,TweetToCBC,TweetToNOTCBC,mean(TweetToCBC)
451,253,cbc,12876,https://twitter.com/72Rubina/statuses/910191381318033409,2017-09-19 14:18,72rubina,"rt @cbcnews: ""i no longer have dealings with the way our family fortune is managed."" https://t.co/bcfwrybdyw",Twitter for iPhone,1304,162,98,Fri Mar 11 17:07:15 +0000 2011,NA,edmonton alberta canada,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.4
452,253,globalnews,40262,https://twitter.com/72Rubina/statuses/910332606759047168,2017-09-19 23:39,72rubina,"rt @globalnews: .@justintrudeau was introduced by jordan s queen rania, who saluted his work with syrian refugees. https://t.co/fwtmnngl ",Twitter for iPhone,1336,163,100,Fri Mar 11 17:07:15 +0000 2011,NA,edmonton alberta canada,en,source,Global,Canada,Canada,Canada,Not CBC,0,1,0.4
500,286,looniepolitics,40692,https://twitter.com/910_1715/statuses/910337421639688192,2017-09-19 23:58,910_1715,rt @looniepolitics: trudeau pledges to push through tax fairness agenda and defends own family\'s use of tax rules https://t.co/ligcsvhri # ,Twitter for Android,10186,28,46,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,Loonia Politics,Nova Scotia,Nova Scotia,Canada,Not CBC,0,1,0.2
501,286,macleans,95660,https://twitter.com/910_1715/statuses/910341722642591744,2017-09-20 0:15,910_1715,rt @bren_rem: @otagograd @themojoguy @cinderbellaco @themadsloth @macleans right!!! i\'m getting a t-shirt made. wear those fucking labels ,Twitter for Android,10242,28,47,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,MacLeans,Canada,Canada,Canada,Not CBC,0,1,0.2
502,286,thetorontosun,70669,https://twitter.com/910_1715/statuses/909799471235526656,2017-09-18 12:21,910_1715,rt @jacquie_: @thetorontosun how about combating christianphobia.  this m is racist against all religions except muslims,Twitter for Android,9878,28,48,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
503,286,nationalpost,93701,https://twitter.com/910_1715/statuses/910266701488390144,2017-09-19 19:17,910_1715,rt @franktmcveety: don t be fooled by reports of a hot economy. canada s struggling https://t.co/hqcyhrxykd via @nationalpost,Twitter for Android,10049,28,46,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.2
504,286,thetorontosun,81261,https://twitter.com/910_1715/statuses/910335778634448896,2017-09-19 23:52,910_1715,"rt @vote_rosch: @tarekfatah @iamiqrakhalid @anthonyfurey @thetorontosun she blocked me too, probably as a result of this: https://t.co/tizh ",Twitter for Android,10181,28,46,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
505,286,therebeltv,40177,https://twitter.com/910_1715/statuses/910333019155603456,2017-09-19 23:41,910_1715,"rt @therebeltv: parliament gets ready to weaponize m-, trudeau s  anti-islamphobia  motion: @ezralevant   https://t.co/awwlxjqeg | #cdn ",Twitter for Android,10123,28,46,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,Rebel TV,Canada,Canada,Canada,Not CBC,0,1,0.2
506,286,macleans,95464,https://twitter.com/910_1715/statuses/910334765760253953,2017-09-19 23:48,910_1715,rt @franktmcveety: the liberals are sending dangerous signals to businesses and entrepreneurs - macleans.ca https://t.co/gjewcloq,Twitter for Android,10134,28,46,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,MacLeans,Canada,Canada,Canada,Not CBC,0,1,0.2
507,286,cbc,39920,https://twitter.com/910_1715/statuses/910334308195352576,2017-09-19 23:46,910_1715,"rt @cbcnews: ""i no longer have dealings with the way our family fortune is managed."" https://t.co/bcfwrybdyw",Twitter for Android,10186,28,46,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
508,286,cbc,28714,https://twitter.com/910_1715/statuses/910272448993443840,2017-09-19 19:40,910_1715,"rt @stephen_taylor: hey cbc, ""tax fairness agenda""... trudeau\'s words or yours? or same thing? https://t.co/cmkkdsson",Twitter for Android,10061,28,45,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
509,286,thetorontosun,39677,https://twitter.com/910_1715/statuses/910335778634448896,2017-09-19 23:52,910_1715,"rt @vote_rosch: @tarekfatah @iamiqrakhalid @anthonyfurey @thetorontosun she blocked me too, probably as a result of this: https://t.co/tizh ",Twitter for Android,10186,28,46,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
510,286,cbc,40489,https://twitter.com/910_1715/statuses/910338514721562629,2017-09-20 0:03,910_1715,"rt @glennmcmillan: https://t.co/llkkgoed gets caught lying on @cbcnews ..bombardier in dispute with boeing,,he\'s such a loser,,!!",Twitter for Android,10242,28,47,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
511,286,thetorontosun,81336,https://twitter.com/910_1715/statuses/910339656511668224,2017-09-20 0:07,910_1715,rt @tarekfatah: ~ @thetorontosun: @tarekfatah takes the #m fight to ottawa https://t.co/mhnxnkzjt,Twitter for Android,10242,28,47,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
512,286,watchctvnews,70826,https://twitter.com/910_1715/statuses/909800624006430722,2017-09-18 12:25,910_1715,rt @medusaesmereld: @barbara_starr @watchctvnews @andrewscheer @ctvqp  https://t.co/lorgqsxti,Twitter for Android,9913,28,48,Fri Jul 14 03:23:38 +0000 2017,NA,NA,und,source,CTV,Canada,Canada,Canada,Not CBC,0,1,0.2
513,286,thetorontosun,70666,https://twitter.com/910_1715/statuses/909799520099213313,2017-09-18 12:21,910_1715,rt @thetorontosun: phase two begins in house of commons  politically charged debate over combating islamophobia. https://t.co/dwandqjcr #c ,Twitter for Android,9878,28,48,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
514,286,macleans,95461,https://twitter.com/910_1715/statuses/910334836983734272,2017-09-19 23:48,910_1715,rt @drstefool: @franktmcveety @macleans i left                          y ago for sh.tty progressive policies like this one... the sh.t is catching me up now ,Twitter for Android,10134,28,46,Fri Jul 14 03:23:38 +0000 2017,NA,NA,en,source,MacLeans,Canada,Canada,Canada,Not CBC,0,1,0.2
590,340,cbc,1938,https://twitter.com/abdwj48/statuses/910132033791287298,2017-09-19 10:22,abdwj48,"rt @censorwatcher: the leader of the mb #ndp. in a just world this tweet would be a headline at cbc. but of course it\'s glossed over as a "" ",Twitter for Android,12410,369,202,Mon Sep 26 21:37:07 +0000 2016,honesty is the best policy.,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.666666667
591,340,cbc,2971,https://twitter.com/abdwj48/statuses/910132590639587334,2017-09-19 10:24,abdwj48,rt @censorwatcher: kellie leitch got worse treatment from #cbc &amp; she only wanted keep canadians safe from horribly illiberal ideology. htt ,Twitter for Android,12410,369,202,Mon Sep 26 21:37:07 +0000 2016,honesty is the best policy.,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.666666667
592,340,nationalpost,95394,https://twitter.com/abdwj48/statuses/910330266316505088,2017-09-19 23:30,abdwj48,"rt @gyfhas: @nationalpost what a crock! cut off the free benefits and see how many of these people are still ""seeking asylum in canada"".",Twitter for Android,12459,369,203,Mon Sep 26 21:37:07 +0000 2016,honesty is the best policy.,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.666666667
634,373,cbc,56923,https://twitter.com/acoyne/statuses/909954038137081856,2017-09-18 22:35,acoyne,"rt @cbcpolitics: in tax fight, it\'s scheer\'s mechanic vs. trudeau\'s doctor https://t.co/xflzunyyxw #hw #cdnpoli https://t.co/njaeqxlg",Tweetbot for Mac,76236,1016,64274,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.136363636
635,373,keithbaldrey,54552,https://twitter.com/acoyne/statuses/909931706672611328,2017-09-18 21:06,acoyne,rt @keithbaldrey: ndp election bill will send tax dollars to political parties over next  yrs: $. million to ndp+bc libs. $. mil. to b ,Tweetbot for Mac,76189,1016,64271,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,person,global,Victoria,British Columbia,Canada,Not CBC,0,1,0.136363636
636,373,cdnpress,39704,https://twitter.com/acoyne/statuses/910335599432826881,2017-09-19 23:51,acoyne,rt @kkirkup: important for new #ndp leader to have seat in the house of commons: mulcair via @cdnpress https://t.co/rjiqhhpkcy #cdnpoli,Tweetbot for i<U+039F>S,76451,1017,64374,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,The Canadian Press,Canada,Canada,Canada,Not CBC,0,1,0.136363636
637,373,keithbaldrey,54554,https://twitter.com/acoyne/statuses/909931687030788101,2017-09-18 21:06,acoyne,rt @keithbaldrey: ndp election bill gives $. million to political parties over  yrs. funny how that wasn\'t mentioned in govt. news rele ,Tweetbot for Mac,76189,1016,64271,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,person,global,Victoria,British Columbia,Canada,Not CBC,0,1,0.136363636
638,373,globeandmail,102407,https://twitter.com/acoyne/statuses/910169821257625600,2017-09-19 12:52,acoyne,"rt @bobrae: by looking down ""@globeandmail: how can i tell if i have a dangerous amount of stomach fat? https://t.co/pdeaocls from @glo ",Tweetbot for i<U+039F>S,76319,1016,64308,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.136363636
639,373,nationalpost,89018,https://twitter.com/acoyne/statuses/909956632272097281,2017-09-18 22:45,acoyne,rt @nationalpost: .@acoyne: time for reality tv in parliament   get the cameras out or let them all the way in https://t.co/devriqce http ,Tweetbot for Mac,76229,1016,64272,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.136363636
640,373,cbc,27135,https://twitter.com/acoyne/statuses/910267111892713472,2017-09-19 19:19,acoyne,"rt @cbcpolitics: liberals will offer measure to soften small business tax changes, source says https://t.co/eszvfno #hw #cdnpoli https:/ ",Tweetbot for Mac,76377,1016,64355,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.136363636
641,373,cdnpress,70288,https://twitter.com/acoyne/statuses/910335599432826881,2017-09-19 23:51,acoyne,rt @kkirkup: important for new #ndp leader to have seat in the house of commons: mulcair via @cdnpress https://t.co/rjiqhhpkcy #cdnpoli,Tweetbot for i<U+039F>S,76450,1017,64374,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,The Canadian Press,Canada,Canada,Canada,Not CBC,0,1,0.136363636
642,373,cbc,11042,https://twitter.com/acoyne/statuses/910179951084756992,2017-09-19 13:33,acoyne,rt @cbcpolitics: trudeau pledges to push through tax fairness agenda and defends own family\'s use of tax rules https://t.co/ugvshonby #hw ,Tweetbot for i<U+039F>S,76352,1016,64311,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.136363636
643,373,ipoliticsca,91105,https://twitter.com/acoyne/statuses/910169207471525888,2017-09-19 12:50,acoyne,rt @ipoliticsca: joly to lay out cultural policy overhaul on september  https://t.co/vfvahnuj @bbritneff reports https://t.co/tifezbyb,Tweetbot for i<U+039F>S,76321,1016,64308,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,iPolitics Canada,Ottawa,Ontario,Canada,Not CBC,0,1,0.136363636
644,373,cdnpress,69582,https://twitter.com/acoyne/statuses/910296875688964096,2017-09-19 21:17,acoyne,rt @kkirkup: opposition grills government over pot plans via @cdnpress https://t.co/rexjnytyog #cdnpoli #cdnhealth,Tweetbot for i<U+039F>S,76404,1017,64363,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,The Canadian Press,Canada,Canada,Canada,Not CBC,0,1,0.136363636
645,373,nationalpost,88331,https://twitter.com/acoyne/statuses/909930267892228096,2017-09-18 21:00,acoyne,rt @nationalpost: stephen gordon: upper middle class parents are a force for social immobility https://t.co/lakudrelp https://t.co/wbbzucx ,Tweetbot for Mac,76178,1016,64270,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.136363636
646,373,macleans,91033,https://twitter.com/acoyne/statuses/910170556460355584,2017-09-19 12:55,acoyne,rt @muradhem: some personal news: i\'m moving to ottawa to cover politics for @macleans,Tweetbot for i<U+039F>S,76321,1016,64308,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,MacLeans,Canada,Canada,Canada,Not CBC,0,1,0.136363636
647,373,theprovince,58880,https://twitter.com/acoyne/statuses/909972184843653120,2017-09-18 23:47,acoyne,rt @theprovince: mike smyth: taxpayers burned in ndp-green ban on big money https://t.co/fatlxqtu https://t.co/dvceblj,Tweetbot for Mac,76270,1016,64286,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,The Province,Vancouver,British Columbia,Canada,Not CBC,0,1,0.136363636
648,373,macleans,92002,https://twitter.com/acoyne/statuses/910202454398128129,2017-09-19 15:02,acoyne,rt @cakcampbell: scott gilmore on trump: donny from marketing goes to the united nations https://t.co/udygytrbx via @macleans,Tweetbot for i<U+039F>S,76375,1016,64314,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,MacLeans,Canada,Canada,Canada,Not CBC,0,1,0.136363636
649,373,ipoliticsca,87934,https://twitter.com/acoyne/statuses/909921960330752001,2017-09-18 20:27,acoyne,rt @ipoliticsca: bernier continues to fly his own flag as mps return to ottawa https://t.co/xvhcgnxav https://t.co/skibpbult,Tweetbot for Mac,76151,1016,64270,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,iPolitics Canada,Ottawa,Ontario,Canada,Not CBC,0,1,0.136363636
650,373,natnewswatch,53132,https://twitter.com/acoyne/statuses/909921398168129536,2017-09-18 20:25,acoyne,rt @natnewswatch: .@ivisonj: trudeau doubles down on class war declaration to shore up progressive vote https://t.co/shinemm via @nation ,Tweetbot for Mac,76166,1016,64270,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,Nat News Watch,Canada,Canada,Canada,Not CBC,0,1,0.136363636
651,373,nationalpost,88249,https://twitter.com/acoyne/statuses/909932525472157696,2017-09-18 21:09,acoyne,rt @nationalpost: .@tristinhopper: why canadian cell phone bills are among the most expensive on the planet https://t.co/ubxdisl https:/ ,Tweetbot for Mac,76178,1016,64270,Sun Mar 08 18:30:11 +0000 2015,"explorer, founder of lachine, seigneur of cataracoui, discoverer of the mouths of the mississippi.",NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.136363636
